,Unnamed: 0,has_null,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sincere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,like,guess_prob_liked,met,match,age_gap,age_gap_abs,same_race,same_race_point,attractive_p,sincere_partner_p,intelligence_p,funny_p,ambition_p,shared_interests_p,attractive_m,sincere_partner_m,intelligence_m,funny_m,ambition_m,shared_interests_m,gender_male,race_Asian/PacificIslander/Asian-American,race_Black/AfricanAmerican,race_European/Caucasian-American,race_Latino/HispanicAmerican,race_Other,race_o_Asian/PacificIslander/Asian-American,race_o_Black/AfricanAmerican,race_o_European/Caucasian-American,race_o_Latino/HispanicAmerican,race_o_Other
3506,3506,1,28.0,26.0,8.0,9.0,20.0,20.0,25.0,20.0,5.0,10.0,3.0,6.0,6.0,5.0,9.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,8.0,5.0,7.0,5.0,3.0,1.0,0.19,5.0,-99.0,4.0,2.0,0.0,0,2.0,2.0,-1,-8.0,60.0,120.0,150.0,100.0,45.0,50.0,160.0,100.0,140.0,50.0,30.0,20.0,1,0,0,1,0,0,0,0,0,1,0
3507,3507,1,32.0,22.0,1.0,6.0,20.0,20.0,20.0,10.0,10.0,20.0,4.0,6.0,10.0,6.0,6.0,7.0,18.0,10.0,30.0,10.0,10.0,22.0,8.0,7.0,6.0,6.0,-99.0,5.0,0.05,2.0,-99.0,7.0,3.0,0.0,0,10.0,10.0,-1,-1.0,80.0,120.0,200.0,60.0,60.0,140.0,144.0,70.0,180.0,60.0,-99.0,110.0,1,0,0,1,0,0,0,0,0,0,1
3508,3508,1,32.0,23.0,1.0,6.0,15.0,15.0,20.0,20.0,20.0,10.0,2.0,6.0,8.0,4.0,8.0,3.0,18.0,10.0,30.0,10.0,10.0,22.0,7.0,6.0,6.0,5.0,4.0,4.0,0.43,2.0,-99.0,6.0,4.0,0.0,0,9.0,9.0,1,1.0,30.0,90.0,160.0,80.0,160.0,30.0,126.0,60.0,180.0,50.0,40.0,88.0,1,0,0,1,0,0,0,0,1,0,0
3509,3509,1,32.0,24.0,1.0,6.0,15.0,20.0,15.0,20.0,15.0,15.0,4.0,6.0,9.0,3.0,9.0,5.0,18.0,10.0,30.0,10.0,10.0,22.0,9.0,7.0,8.0,6.0,6.0,5.0,0.19,2.0,-99.0,8.0,2.0,0.0,0,8.0,8.0,-1,-1.0,60.0,120.0,135.0,60.0,135.0,75.0,162.0,70.0,240.0,60.0,60.0,110.0,1,0,0,1,0,0,1,0,0,0,0
3510,3510,1,32.0,34.0,1.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,8.0,9.0,8.0,10.0,-99.0,18.0,10.0,30.0,10.0,10.0,22.0,7.0,8.0,6.0,6.0,-99.0,-99.0,0.31,2.0,-99.0,6.0,4.0,0.0,0,-2.0,2.0,1,1.0,60.0,160.0,180.0,160.0,200.0,-99.0,126.0,80.0,180.0,60.0,-99.0,-99.0,1,0,0,1,0,0,0,0,1,0,0
3511,3511,1,32.0,27.0,1.0,6.0,15.0,20.0,20.0,15.0,15.0,15.0,8.0,9.0,10.0,9.0,10.0,8.0,18.0,10.0,30.0,10.0,10.0,22.0,6.0,7.0,6.0,6.0,6.0,4.0,0.26,2.0,-99.0,5.0,5.0,0.0,0,5.0,5.0,1,1.0,120.0,180.0,200.0,135.0,150.0,120.0,108.0,70.0,180.0,60.0,60.0,88.0,1,0,0,1,0,0,0,0,1,0,0
3512,3512,1,32.0,34.0,1.0,6.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,6.0,9.0,8.0,7.0,7.0,18.0,10.0,30.0,10.0,10.0,22.0,6.0,8.0,8.0,6.0,5.0,3.0,0.54,2.0,-99.0,7.0,-99.0,0.0,1,-2.0,2.0,1,1.0,70.0,150.0,180.0,160.0,35.0,140.0,108.0,80.0,240.0,60.0,50.0,66.0,1,0,0,1,0,0,0,0,1,0,0
3513,3513,1,32.0,26.0,1.0,6.0,10.0,30.0,30.0,10.0,10.0,10.0,5.0,7.0,6.0,5.0,6.0,3.0,18.0,10.0,30.0,10.0,10.0,22.0,8.0,7.0,8.0,7.0,7.0,4.0,0.18,2.0,-99.0,8.0,3.0,0.0,0,6.0,6.0,-1,-1.0,50.0,210.0,180.0,50.0,60.0,30.0,144.0,70.0,240.0,70.0,70.0,88.0,1,0,0,1,0,0,1,0,0,0,0
3514,3514,1,32.0,29.0,1.0,6.0,90.0,2.0,2.0,2.0,2.0,2.0,4.0,7.0,10.0,7.0,8.0,5.0,18.0,10.0,30.0,10.0,10.0,22.0,9.0,8.0,7.0,7.0,6.0,4.0,0.11,2.0,-99.0,8.0,4.0,0.0,0,3.0,3.0,-1,-1.0,360.0,14.0,20.0,14.0,16.0,10.0,162.0,80.0,210.0,70.0,60.0,88.0,1,0,0,1,0,0,1,0,0,0,0
3515,3515,1,32.0,26.0,1.0,6.0,20.0,20.0,25.0,20.0,5.0,10.0,3.0,2.0,6.0,2.0,2.0,7.0,18.0,10.0,30.0,10.0,10.0,22.0,9.0,8.0,8.0,7.0,7.0,6.0,0.73,2.0,-99.0,7.0,2.0,0.0,0,6.0,6.0,-1,-1.0,60.0,40.0,150.0,40.0,10.0,70.0,162.0,80.0,240.0,70.0,70.0,132.0,1,0,0,1,0,0,0,0,0,1,0
3516,3516,1,25.0,22.0,7.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,4.0,8.0,7.0,5.0,6.0,2.0,35.0,20.0,10.0,20.0,10.0,5.0,3.0,6.0,7.0,-99.0,-99.0,-99.0,0.44,3.0,-99.0,5.0,5.0,0.0,0,3.0,3.0,-1,-7.0,80.0,160.0,140.0,50.0,60.0,40.0,105.0,120.0,70.0,-99.0,-99.0,-99.0,1,0,0,1,0,0,0,0,0,0,1
3517,3517,1,25.0,23.0,7.0,1.0,15.0,15.0,20.0,20.0,20.0,10.0,3.0,7.0,5.0,4.0,4.0,4.0,35.0,20.0,10.0,20.0,10.0,5.0,6.0,3.0,5.0,5.0,-99.0,4.0,0.44,3.0,-99.0,4.0,3.0,0.0,0,2.0,2.0,1,7.0,45.0,105.0,100.0,80.0,80.0,40.0,210.0,60.0,50.0,100.0,-99.0,20.0,1,0,0,1,0,0,0,0,1,0,0
3518,3518,1,25.0,24.0,7.0,1.0,15.0,20.0,15.0,20.0,15.0,15.0,4.0,7.0,5.0,5.0,7.0,7.0,35.0,20.0,10.0,20.0,10.0,5.0,2.0,3.0,-99.0,2.0,-99.0,4.0,0.26,3.0,-99.0,4.0,3.0,0.0,0,1.0,1.0,-1,-7.0,60.0,140.0,75.0,100.0,105.0,105.0,70.0,60.0,-99.0,40.0,-99.0,20.0,1,0,0,1,0,0,1,0,0,0,0
3519,3519,1,25.0,34.0,7.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,2.0,6.0,5.0,2.0,3.0,2.0,35.0,20.0,10.0,20.0,10.0,5.0,3.0,7.0,7.0,4.0,-99.0,5.0,0.24,3.0,-99.0,5.0,3.0,0.0,0,-9.0,9.0,1,7.0,20.0,120.0,100.0,40.0,60.0,20.0,105.0,140.0,70.0,80.0,-99.0,25.0,1,0,0,1,0,0,0,0,1,0,0
3520,3520,1,25.0,27.0,7.0,1.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,9.0,9.0,10.0,6.0,35.0,20.0,10.0,20.0,10.0,5.0,6.0,6.0,7.0,-99.0,-99.0,5.0,0.46,3.0,-99.0,7.0,3.0,0.0,0,-2.0,2.0,1,7.0,105.0,180.0,180.0,135.0,150.0,90.0,210.0,120.0,70.0,-99.0,-99.0,25.0,1,0,0,1,0,0,0,0,1,0,0
3521,3521,1,25.0,34.0,7.0,1.0,10.0,25.0,20.0,20.0,5.0,20.0,5.0,9.0,7.0,7.0,5.0,6.0,35.0,20.0,10.0,20.0,10.0,5.0,5.0,5.0,6.0,5.0,-99.0,6.0,0.52,3.0,-99.0,6.0,5.0,-99.0,0,-9.0,9.0,1,7.0,50.0,225.0,140.0,140.0,25.0,120.0,175.0,100.0,60.0,100.0,-99.0,30.0,1,0,0,1,0,0,0,0,1,0,0
3522,3522,1,25.0,26.0,7.0,1.0,10.0,30.0,30.0,10.0,10.0,10.0,4.0,4.0,4.0,5.0,5.0,4.0,35.0,20.0,10.0,20.0,10.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,-0.25,3.0,-99.0,7.0,6.0,-99.0,0,-1.0,1.0,-1,-7.0,40.0,120.0,120.0,50.0,50.0,40.0,175.0,140.0,70.0,140.0,50.0,25.0,1,0,0,1,0,0,1,0,0,0,0
3523,3523,1,25.0,29.0,7.0,1.0,90.0,2.0,2.0,2.0,2.0,2.0,4.0,9.0,8.0,6.0,6.0,4.0,35.0,20.0,10.0,20.0,10.0,5.0,8.0,5.0,6.0,7.0,-99.0,5.0,0.14,3.0,-99.0,5.0,5.0,0.0,0,-4.0,4.0,-1,-7.0,360.0,18.0,16.0,12.0,12.0,8.0,280.0,100.0,60.0,140.0,-99.0,25.0,1,0,0,1,0,0,1,0,0,0,0
3524,3524,1,25.0,26.0,7.0,1.0,20.0,20.0,25.0,20.0,5.0,10.0,4.0,8.0,8.0,6.0,-99.0,-99.0,35.0,20.0,10.0,20.0,10.0,5.0,8.0,7.0,7.0,7.0,5.0,-99.0,0.33,3.0,-99.0,7.0,5.0,0.0,1,-1.0,1.0,-1,-7.0,80.0,160.0,200.0,120.0,-99.0,-99.0,280.0,140.0,70.0,140.0,50.0,-99.0,1,0,0,1,0,0,0,0,0,1,0
3525,3525,1,25.0,22.0,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,3.0,7.0,9.0,2.0,9.0,-99.0,20.0,30.0,10.0,15.0,0.0,25.0,3.0,7.0,5.0,5.0,4.0,4.0,-0.2,6.0,-99.0,6.0,6.0,0.0,0,3.0,3.0,-1,-1.0,60.0,140.0,180.0,20.0,90.0,-99.0,60.0,210.0,50.0,75.0,0.0,100.0,1,1,0,0,0,0,0,0,0,0,1
3526,3526,1,25.0,23.0,1.0,1.0,15.0,15.0,20.0,20.0,20.0,10.0,3.0,8.0,7.0,5.0,5.0,2.0,20.0,30.0,10.0,15.0,0.0,25.0,8.0,7.0,7.0,7.0,2.0,3.0,-0.63,6.0,-99.0,7.0,6.0,0.0,0,2.0,2.0,-1,-1.0,45.0,120.0,140.0,100.0,100.0,20.0,160.0,210.0,70.0,105.0,0.0,75.0,1,1,0,0,0,0,0,0,1,0,0
3527,3527,1,25.0,24.0,1.0,1.0,15.0,20.0,15.0,20.0,15.0,15.0,3.0,7.0,7.0,4.0,7.0,3.0,20.0,30.0,10.0,15.0,0.0,25.0,7.0,7.0,5.0,3.0,7.0,3.0,-0.14,6.0,-99.0,3.0,3.0,0.0,0,1.0,1.0,1,1.0,45.0,140.0,105.0,80.0,105.0,45.0,140.0,210.0,50.0,45.0,0.0,75.0,1,1,0,0,0,0,1,0,0,0,0
3528,3528,1,25.0,34.0,1.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,9.0,8.0,6.0,8.0,2.0,20.0,30.0,10.0,15.0,0.0,25.0,5.0,6.0,8.0,5.0,6.0,3.0,0.27,6.0,-99.0,6.0,6.0,0.0,0,-9.0,9.0,-1,-1.0,60.0,180.0,160.0,120.0,160.0,20.0,100.0,180.0,80.0,75.0,0.0,75.0,1,1,0,0,0,0,0,0,1,0,0
3529,3529,1,25.0,27.0,1.0,1.0,15.0,20.0,20.0,15.0,15.0,15.0,5.0,8.0,8.0,5.0,7.0,5.0,20.0,30.0,10.0,15.0,0.0,25.0,6.0,7.0,7.0,6.0,5.0,3.0,-0.14,6.0,-99.0,6.0,5.0,0.0,0,-2.0,2.0,-1,-1.0,75.0,160.0,160.0,75.0,105.0,75.0,120.0,210.0,70.0,90.0,0.0,75.0,1,1,0,0,0,0,0,0,1,0,0
3530,3530,1,25.0,34.0,1.0,1.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,8.0,8.0,5.0,6.0,7.0,20.0,30.0,10.0,15.0,0.0,25.0,5.0,8.0,6.0,5.0,4.0,7.0,0.02,6.0,-99.0,7.0,7.0,0.0,0,-9.0,9.0,-1,-1.0,60.0,200.0,160.0,100.0,30.0,140.0,100.0,240.0,60.0,75.0,0.0,175.0,1,1,0,0,0,0,0,0,1,0,0
3531,3531,1,25.0,26.0,1.0,1.0,10.0,30.0,30.0,10.0,10.0,10.0,4.0,5.0,5.0,4.0,7.0,3.0,20.0,30.0,10.0,15.0,0.0,25.0,6.0,6.0,4.0,8.0,3.0,4.0,-0.06,6.0,-99.0,7.0,7.0,0.0,0,-1.0,1.0,1,1.0,40.0,150.0,150.0,40.0,70.0,30.0,120.0,180.0,40.0,120.0,0.0,100.0,1,1,0,0,0,0,1,0,0,0,0
3532,3532,1,25.0,29.0,1.0,1.0,90.0,2.0,2.0,2.0,2.0,2.0,5.0,10.0,10.0,9.0,6.0,7.0,20.0,30.0,10.0,15.0,0.0,25.0,5.0,6.0,5.0,5.0,4.0,3.0,-0.15,6.0,-99.0,5.0,6.0,0.0,0,-4.0,4.0,1,1.0,450.0,20.0,20.0,18.0,12.0,14.0,100.0,180.0,50.0,75.0,0.0,75.0,1,1,0,0,0,0,1,0,0,0,0
3533,3533,1,25.0,26.0,1.0,1.0,20.0,20.0,25.0,20.0,5.0,10.0,1.0,7.0,6.0,2.0,2.0,3.0,20.0,30.0,10.0,15.0,0.0,25.0,8.0,6.0,6.0,6.0,3.0,5.0,-0.01,6.0,-99.0,7.0,5.0,0.0,0,-1.0,1.0,-1,-1.0,20.0,140.0,150.0,40.0,10.0,30.0,160.0,180.0,60.0,90.0,0.0,125.0,1,1,0,0,0,0,0,0,0,1,0
3534,3534,1,27.0,22.0,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,5.0,6.0,6.0,8.0,6.0,2.0,25.0,15.0,20.0,20.0,15.0,5.0,5.0,7.0,8.0,6.0,7.0,3.0,0.23,6.0,-99.0,7.0,4.0,0.0,0,5.0,5.0,1,1.0,100.0,120.0,120.0,80.0,60.0,40.0,125.0,105.0,160.0,120.0,105.0,15.0,1,0,0,0,0,1,0,0,0,0,1
3535,3535,1,27.0,23.0,1.0,1.0,15.0,15.0,20.0,20.0,20.0,10.0,7.0,6.0,6.0,8.0,7.0,7.0,25.0,15.0,20.0,20.0,15.0,5.0,7.0,8.0,6.0,8.0,6.0,4.0,0.04,6.0,-99.0,8.0,6.0,0.0,1,4.0,4.0,-1,-1.0,105.0,90.0,120.0,160.0,140.0,70.0,175.0,120.0,120.0,160.0,90.0,20.0,1,0,0,0,0,1,0,0,1,0,0
3536,3536,1,27.0,24.0,1.0,1.0,15.0,20.0,15.0,20.0,15.0,15.0,7.0,5.0,6.0,8.0,9.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,6.0,6.0,9.0,6.0,7.0,4.0,-0.03,6.0,-99.0,6.0,4.0,0.0,0,3.0,3.0,-1,-1.0,105.0,100.0,90.0,160.0,135.0,90.0,150.0,90.0,180.0,120.0,105.0,20.0,1,0,0,0,0,1,1,0,0,0,0
3537,3537,1,27.0,34.0,1.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,8.0,7.0,6.0,6.0,8.0,25.0,15.0,20.0,20.0,15.0,5.0,6.0,7.0,7.0,6.0,6.0,3.0,0.15,6.0,-99.0,6.0,4.0,0.0,0,-7.0,7.0,-1,-1.0,70.0,160.0,140.0,120.0,120.0,80.0,150.0,105.0,140.0,120.0,90.0,15.0,1,0,0,0,0,1,0,0,1,0,0
3538,3538,1,27.0,27.0,1.0,1.0,15.0,20.0,20.0,15.0,15.0,15.0,9.0,8.0,9.0,8.0,9.0,7.0,25.0,15.0,20.0,20.0,15.0,5.0,6.0,8.0,7.0,7.0,6.0,3.0,0.14,6.0,-99.0,7.0,5.0,0.0,0,0.0,0.0,-1,-1.0,135.0,160.0,180.0,120.0,135.0,105.0,150.0,120.0,140.0,140.0,90.0,15.0,1,0,0,0,0,1,0,0,1,0,0
3539,3539,1,27.0,34.0,1.0,1.0,10.0,25.0,20.0,20.0,5.0,20.0,8.0,8.0,7.0,8.0,9.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,6.0,7.0,8.0,6.0,3.0,4.0,0.15,6.0,-99.0,6.0,4.0,0.0,0,-7.0,7.0,-1,-1.0,80.0,200.0,140.0,160.0,45.0,120.0,150.0,105.0,160.0,120.0,45.0,20.0,1,0,0,0,0,1,0,0,1,0,0
3540,3540,1,27.0,26.0,1.0,1.0,10.0,30.0,30.0,10.0,10.0,10.0,5.0,4.0,5.0,7.0,6.0,5.0,25.0,15.0,20.0,20.0,15.0,5.0,6.0,7.0,7.0,8.0,7.0,5.0,0.09,6.0,-99.0,7.0,6.0,0.0,0,1.0,1.0,-1,-1.0,50.0,120.0,150.0,70.0,60.0,50.0,150.0,105.0,140.0,160.0,105.0,25.0,1,0,0,0,0,1,1,0,0,0,0
3541,3541,1,27.0,29.0,1.0,1.0,90.0,2.0,2.0,2.0,2.0,2.0,10.0,6.0,8.0,9.0,7.0,5.0,25.0,15.0,20.0,20.0,15.0,5.0,6.0,7.0,7.0,8.0,7.0,5.0,0.17,6.0,-99.0,7.0,6.0,0.0,1,-2.0,2.0,-1,-1.0,900.0,12.0,16.0,18.0,14.0,10.0,150.0,105.0,140.0,160.0,105.0,25.0,1,0,0,0,0,1,1,0,0,0,0
3542,3542,1,27.0,26.0,1.0,1.0,20.0,20.0,25.0,20.0,5.0,10.0,5.0,3.0,6.0,7.0,10.0,3.0,25.0,15.0,20.0,20.0,15.0,5.0,8.0,7.0,7.0,6.0,6.0,5.0,0.16,6.0,-99.0,8.0,5.0,0.0,1,1.0,1.0,-1,-1.0,100.0,60.0,150.0,140.0,50.0,30.0,200.0,105.0,140.0,120.0,90.0,25.0,1,0,0,0,0,1,0,0,0,1,0
3543,3543,1,33.0,22.0,2.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,4.0,8.0,7.0,8.0,9.0,8.0,22.0,22.0,15.0,15.0,5.0,21.0,9.0,9.0,8.0,9.0,7.0,9.0,0.3,5.0,-99.0,9.0,8.0,0.0,0,11.0,11.0,1,2.0,80.0,160.0,140.0,80.0,90.0,160.0,198.0,198.0,120.0,135.0,35.0,189.0,1,0,0,0,0,1,0,0,0,0,1
3544,3544,1,33.0,23.0,2.0,7.0,15.0,15.0,20.0,20.0,20.0,10.0,2.0,5.0,5.0,2.0,5.0,2.0,22.0,22.0,15.0,15.0,5.0,21.0,9.0,8.0,9.0,9.0,6.0,7.0,0.31,5.0,-99.0,9.0,8.0,0.0,0,10.0,10.0,-1,-2.0,30.0,75.0,100.0,40.0,100.0,20.0,198.0,176.0,135.0,135.0,30.0,147.0,1,0,0,0,0,1,0,0,1,0,0
3545,3545,1,33.0,24.0,2.0,7.0,15.0,20.0,15.0,20.0,15.0,15.0,4.0,7.0,7.0,5.0,9.0,4.0,22.0,22.0,15.0,15.0,5.0,21.0,9.0,9.0,9.0,6.0,7.0,5.0,0.47,5.0,-99.0,7.0,6.0,0.0,0,9.0,9.0,-1,-2.0,60.0,140.0,105.0,100.0,135.0,60.0,198.0,198.0,135.0,90.0,35.0,105.0,1,0,0,0,0,1,1,0,0,0,0
3546,3546,1,33.0,34.0,2.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,3.0,7.0,8.0,4.0,3.0,2.0,22.0,22.0,15.0,15.0,5.0,21.0,6.0,9.0,8.0,7.0,8.0,6.0,-0.09,5.0,-99.0,2.0,6.0,0.0,0,-1.0,1.0,-1,-2.0,30.0,140.0,160.0,80.0,60.0,20.0,132.0,198.0,120.0,105.0,40.0,126.0,1,0,0,0,0,1,0,0,1,0,0
3547,3547,1,33.0,27.0,2.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0,6.0,8.0,9.0,8.0,10.0,6.0,22.0,22.0,15.0,15.0,5.0,21.0,9.0,9.0,8.0,9.0,8.0,9.0,0.2,5.0,-99.0,9.0,8.0,1.0,0,6.0,6.0,-1,-2.0,90.0,160.0,180.0,120.0,150.0,90.0,198.0,198.0,120.0,135.0,40.0,189.0,1,0,0,0,0,1,0,0,1,0,0
3548,3548,1,33.0,34.0,2.0,7.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,8.0,8.0,6.0,8.0,5.0,22.0,22.0,15.0,15.0,5.0,21.0,6.0,7.0,6.0,5.0,5.0,5.0,0.32,5.0,-99.0,6.0,4.0,0.0,0,-1.0,1.0,-1,-2.0,60.0,200.0,160.0,120.0,40.0,100.0,132.0,154.0,90.0,75.0,25.0,105.0,1,0,0,0,0,1,0,0,1,0,0
3549,3549,1,33.0,26.0,2.0,7.0,10.0,30.0,30.0,10.0,10.0,10.0,5.0,5.0,6.0,5.0,7.0,6.0,22.0,22.0,15.0,15.0,5.0,21.0,8.0,9.0,8.0,10.0,9.0,10.0,-0.18,5.0,-99.0,9.0,6.0,0.0,0,7.0,7.0,-1,-2.0,50.0,150.0,180.0,50.0,70.0,60.0,176.0,198.0,120.0,150.0,45.0,210.0,1,0,0,0,0,1,1,0,0,0,0
3550,3550,1,33.0,29.0,2.0,7.0,90.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,9.0,6.0,10.0,5.0,22.0,22.0,15.0,15.0,5.0,21.0,2.0,9.0,7.0,9.0,9.0,9.0,0.19,5.0,-99.0,8.0,7.0,0.0,0,4.0,4.0,-1,-2.0,450.0,16.0,18.0,12.0,20.0,10.0,44.0,198.0,105.0,135.0,45.0,189.0,1,0,0,0,0,1,1,0,0,0,0
3551,3551,1,33.0,26.0,2.0,7.0,20.0,20.0,25.0,20.0,5.0,10.0,3.0,5.0,-99.0,6.0,10.0,-99.0,22.0,22.0,15.0,15.0,5.0,21.0,9.0,8.0,9.0,9.0,7.0,8.0,0.27,5.0,-99.0,9.0,7.0,0.0,0,7.0,7.0,-1,-2.0,60.0,100.0,-99.0,120.0,50.0,-99.0,198.0,176.0,135.0,135.0,35.0,168.0,1,0,0,0,0,1,0,0,0,1,0
3552,3552,1,25.0,22.0,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,5.0,8.0,5.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,10.0,6.0,7.0,7.0,4.0,0.66,7.0,-99.0,5.0,6.0,0.0,0,3.0,3.0,1,1.0,140.0,100.0,160.0,50.0,80.0,140.0,100.0,200.0,120.0,140.0,70.0,40.0,1,0,0,0,0,1,0,0,0,0,1
3553,3553,1,25.0,23.0,1.0,1.0,15.0,15.0,20.0,20.0,20.0,10.0,3.0,7.0,7.0,6.0,9.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,9.0,10.0,7.0,9.0,7.0,7.0,0.65,7.0,-99.0,9.0,9.0,0.0,0,2.0,2.0,-1,-1.0,45.0,105.0,140.0,120.0,180.0,50.0,180.0,200.0,140.0,180.0,70.0,70.0,1,0,0,0,0,1,0,0,1,0,0
3554,3554,1,25.0,24.0,1.0,1.0,15.0,20.0,15.0,20.0,15.0,15.0,7.0,6.0,7.0,6.0,7.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,8.0,5.0,4.0,4.0,4.0,0.39,7.0,-99.0,4.0,6.0,0.0,0,1.0,1.0,-1,-1.0,105.0,120.0,105.0,120.0,105.0,120.0,60.0,160.0,100.0,80.0,40.0,40.0,1,0,0,0,0,1,1,0,0,0,0
3555,3555,1,25.0,34.0,1.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,8.0,10.0,8.0,10.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,10.0,8.0,7.0,7.0,6.0,0.6,7.0,-99.0,6.0,9.0,0.0,1,-9.0,9.0,-1,-1.0,60.0,160.0,200.0,160.0,200.0,90.0,120.0,200.0,160.0,140.0,70.0,60.0,1,0,0,0,0,1,0,0,1,0,0
3556,3556,1,25.0,27.0,1.0,1.0,15.0,20.0,20.0,15.0,15.0,15.0,9.0,8.0,9.0,9.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,8.0,0.81,7.0,-99.0,8.0,9.0,0.0,1,-2.0,2.0,-1,-1.0,135.0,160.0,180.0,135.0,150.0,150.0,160.0,160.0,160.0,180.0,70.0,80.0,1,0,0,0,0,1,0,0,1,0,0
3557,3557,1,25.0,34.0,1.0,1.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,8.0,9.0,7.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,8.0,7.0,6.0,6.0,5.0,0.6,7.0,-99.0,5.0,9.0,0.0,0,-9.0,9.0,-1,-1.0,70.0,200.0,180.0,140.0,40.0,140.0,100.0,160.0,140.0,120.0,60.0,50.0,1,0,0,0,0,1,0,0,1,0,0
3558,3558,1,25.0,26.0,1.0,1.0,10.0,30.0,30.0,10.0,10.0,10.0,7.0,5.0,5.0,6.0,5.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,8.0,9.0,7.0,-0.38,7.0,-99.0,7.0,10.0,0.0,1,-1.0,1.0,-1,-1.0,70.0,150.0,150.0,60.0,50.0,70.0,120.0,140.0,140.0,160.0,90.0,70.0,1,0,0,0,0,1,1,0,0,0,0
3559,3559,1,25.0,29.0,1.0,1.0,90.0,2.0,2.0,2.0,2.0,2.0,8.0,6.0,10.0,9.0,10.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,0.76,7.0,-99.0,8.0,9.0,0.0,1,-4.0,4.0,-1,-1.0,720.0,12.0,20.0,18.0,20.0,18.0,160.0,200.0,160.0,160.0,80.0,80.0,1,0,0,0,0,1,1,0,0,0,0
3560,3560,1,25.0,26.0,1.0,1.0,20.0,20.0,25.0,20.0,5.0,10.0,7.0,7.0,7.0,6.0,9.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,8.0,7.0,8.0,0.67,7.0,-99.0,7.0,9.0,0.0,1,-1.0,1.0,-1,-1.0,140.0,140.0,175.0,120.0,45.0,70.0,140.0,160.0,140.0,160.0,70.0,80.0,1,0,0,0,0,1,0,0,0,1,0
3561,3561,1,33.0,22.0,2.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,5.0,8.0,7.0,4.0,-99.0,5.0,19.0,19.0,19.0,19.0,19.0,5.0,8.0,8.0,8.0,6.0,9.0,-99.0,-0.12,5.0,-99.0,7.0,4.0,0.0,0,11.0,11.0,1,2.0,100.0,160.0,140.0,40.0,-99.0,100.0,152.0,152.0,152.0,114.0,171.0,-99.0,1,0,0,0,0,1,0,0,0,0,1
3562,3562,1,33.0,23.0,2.0,2.0,15.0,15.0,20.0,20.0,20.0,10.0,5.0,9.0,8.0,7.0,8.0,5.0,19.0,19.0,19.0,19.0,19.0,5.0,8.0,9.0,8.0,8.0,8.0,-99.0,0.11,5.0,-99.0,8.0,8.0,0.0,0,10.0,10.0,-1,-2.0,75.0,135.0,160.0,140.0,160.0,50.0,152.0,171.0,152.0,152.0,152.0,-99.0,1,0,0,0,0,1,0,0,1,0,0
